Index,MRI_measure,disease,pvalue,cohens_d,cohens_d_CI_low,cohens_d_CI_high,Overlap,Overlap_CI_low,Overlap_CI_high
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,CSVD,0.307894936,0.065310533,-0.060213566,0.190801096,0.927272259,0.85685952,0.937428866
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,MS,3.79E-10,0.412927808,0.283608138,0.542031754,0.823339066,0.752282966,0.858782649
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,NMOSD,6.20E-08,0.417964,0.266521418,0.569107341,0.807734562,0.738546791,0.855289814
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,MCI,2.84E-11,0.672506023,0.474071654,0.870166081,0.738338261,0.650527721,0.788051106
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,AD,1.95E-42,0.959789351,0.82155222,1.097544534,0.539689644,0.469803752,0.56962859
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,PD,3.45E-55,0.64819466,0.566915815,0.729347477,0.739371403,0.701538864,0.770616895
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,CSVD,0.000222488,0.23724735,0.111271608,0.363102131,0.887707331,0.823185004,0.907174811
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,MS,2.68E-09,0.391924055,0.262743652,0.52089928,0.783880678,0.712132158,0.822167812
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,NMOSD,0.011813128,0.19276776,0.042686006,0.342709229,0.90498805,0.821138641,0.917670059
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,MCI,0.141589536,0.144760671,-0.048234106,0.337580233,0.892589217,0.794112558,0.915980039
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,AD,0.22176227,0.081513607,-0.049227677,0.212209566,0.863477397,0.79899566,0.894811153
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,PD,0.001716567,0.126775163,0.047520521,0.206003995,0.941404257,0.893488328,0.94980561
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,CSVD,6.89E-10,0.398894965,0.272076766,0.525512212,0.807726187,0.741945168,0.844444664
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,MS,0.000205717,-0.243094125,-0.371355969,-0.114703621,0.877051062,0.799115787,0.899005524
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,NMOSD,0.007049423,-0.206375962,-0.356363339,-0.056238526,0.86434161,0.784067033,0.890639598
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,MCI,6.21E-11,0.660153651,0.46191938,0.857626427,0.715584052,0.616094294,0.792413245
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,AD,4.22E-25,0.71124998,0.576323045,0.8458032,0.593790395,0.534068699,0.646054387
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,PD,2.02E-73,0.757390572,0.675364995,0.83927139,0.706810112,0.665443848,0.73493075
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,CSVD,1.58E-08,0.364955531,0.240070203,0.49137925,0.806992294,0.738583726,0.850376744
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,MS,7.50E-11,0.429642343,0.300206988,0.558853609,0.718930939,0.64809045,0.766535572
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,NMOSD,5.66E-07,0.385641395,0.234451126,0.536554705,0.732093926,0.664738028,0.772972855
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,MCI,5.52E-10,0.624679989,0.427001715,0.821633954,0.723655422,0.623762614,0.784338379
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,AD,5.98E-32,0.81572252,0.679512096,0.951511944,0.572893319,0.506900669,0.599258325
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,PD,1.58E-28,0.453193543,0.372975696,0.533321105,0.802628738,0.751665987,0.83341152
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,CSVD,1.54E-10,0.414276512,0.287357323,0.540987318,0.80920827,0.735057169,0.862902708
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,MS,0.003228703,0.192612387,0.064410679,0.320711899,0.868131855,0.792837638,0.904751277
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,NMOSD,0.000663701,0.261143148,0.110746786,0.411350235,0.801855021,0.717071394,0.849223122
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,MCI,1.89E-06,0.47513477,0.279489388,0.670218769,0.794190772,0.69394929,0.83023805
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,AD,1.27E-20,0.636170132,0.502066312,0.769936005,0.664446816,0.601210762,0.695254177
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,PD,3.80E-49,0.608667962,0.527632788,0.689584147,0.740791595,0.702175891,0.770751334
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,CSVD,3.15E-13,0.473125406,0.345786835,0.60022741,0.777773565,0.707208685,0.814010502
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,MS,1.52E-06,0.315733624,0.187000922,0.444300014,0.817311889,0.737229804,0.847959156
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,NMOSD,0.000305369,0.277135627,0.126653162,0.427417374,0.729409,0.663730841,0.776638455
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,MCI,1.11E-10,0.650912835,0.452826109,0.848247728,0.747010659,0.648490856,0.802712982
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,AD,8.07E-36,0.870724014,0.733774364,1.007228745,0.581988779,0.529447221,0.619468505
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,PD,8.03E-18,0.349990439,0.270188866,0.429721642,0.847698826,0.79985793,0.869262737
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,CSVD,5.10E-19,0.582392286,0.454137763,0.710359391,0.746928201,0.680077898,0.789753454
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,MS,7.74E-20,0.608302263,0.477364139,0.738929812,0.72896353,0.659971733,0.791650892
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,NMOSD,7.51E-08,0.415245385,0.263824763,0.566368618,0.799877593,0.732642598,0.849844485
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,MCI,1.63E-05,0.428813416,0.233694124,0.623423588,0.75712557,0.647427512,0.816211084
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,AD,1.59E-14,0.520664141,0.387659802,0.653387653,0.784548344,0.702789309,0.820779818
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,PD,2.62E-71,0.745369593,0.663431454,0.827164968,0.714895947,0.673594992,0.73943083
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,CSVD,2.82E-07,0.331065358,0.204649509,0.457313444,0.834574761,0.767993648,0.880183409
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,MS,5.97E-19,0.592700477,0.461912779,0.723184899,0.734810906,0.675969125,0.772345193
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,NMOSD,2.90E-12,0.543031954,0.390436376,0.695244038,0.749289219,0.670098721,0.824381281
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,MCI,3.67E-09,0.59261698,0.395417077,0.789126638,0.744409873,0.639095717,0.817387897
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,AD,1.38E-14,0.521969993,0.388954321,0.654704144,0.740440219,0.675729156,0.778384605
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,PD,6.78E-64,0.701979146,0.620345933,0.783476996,0.725338918,0.685846355,0.756626164
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,CSVD,1.85E-06,0.307187453,0.180896495,0.433322489,0.874058698,0.807687216,0.903616786
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,MS,5.37E-07,0.329281124,0.200475428,0.457913536,0.807531551,0.731342077,0.847037928
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,NMOSD,3.94E-12,0.53954813,0.386603135,0.691726636,0.651185964,0.582448026,0.693669847
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,MCI,0.096463106,0.163763986,-0.029313003,0.356642925,0.874843817,0.752443315,0.894228127
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,AD,0.00125329,0.215782998,0.084678555,0.346767956,0.823654214,0.749466772,0.8495618
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,PD,3.76E-14,0.307543442,0.227883291,0.387141529,0.855482525,0.813425159,0.881984063
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,CSVD,1.00E-20,0.611450763,0.48292305,0.739677938,0.723748896,0.654925437,0.774746322
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,MS,0.707954204,0.024443969,-0.103421272,0.152296201,0.872547086,0.78732987,0.895924791
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,NMOSD,0.506198817,0.050788694,-0.098917596,0.200457887,0.852010567,0.766788447,0.878369789
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,MCI,0.000299607,0.358456245,0.164040607,0.552443511,0.815153541,0.717079158,0.854405751
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,AD,7.11E-12,0.463200825,0.330666887,0.595483297,0.760980426,0.696303611,0.792413957
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,PD,9.15E-60,0.67688328,0.59541869,0.758216834,0.729869506,0.692216422,0.769980399
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,CSVD,0.003375731,0.188118774,0.062319135,0.313822243,0.899172275,0.837445508,0.929688591
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,MS,3.59E-05,0.270871708,0.142360136,0.399240158,0.754369634,0.691339059,0.800534993
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,NMOSD,0.000418818,0.270724082,0.120276715,0.420975307,0.71688541,0.643553661,0.758496567
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,MCI,0.014360696,0.241661554,0.048157116,0.434874792,0.869838113,0.779669737,0.913667973
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,AD,4.28E-12,0.468205804,0.335632949,0.600524626,0.783704633,0.718010442,0.827961097
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,PD,2.92E-19,0.365399968,0.285542743,0.445183783,0.839404261,0.797309393,0.86545924
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,CSVD,1.37E-15,0.520045682,0.392335532,0.647497234,0.743320447,0.670855218,0.77430692
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,MS,7.78E-05,0.25888803,0.130430188,0.387208973,0.874601139,0.807699034,0.906022592
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,NMOSD,2.02E-09,0.464112459,0.312276963,0.615617182,0.77847991,0.707418114,0.843652342
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,MCI,3.56E-09,0.59315236,0.395944655,0.789669316,0.734713098,0.628823008,0.806085229
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,AD,2.35E-26,0.731206588,0.596046937,0.865983367,0.585075439,0.524817506,0.622038686
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,PD,8.28E-64,0.701458607,0.61982894,0.782952976,0.706834159,0.663539297,0.740514917
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,CSVD,5.39E-11,0.424743296,0.297753351,0.551519796,0.765902522,0.70064216,0.808462264
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,MS,4.78E-08,0.359079224,0.230102896,0.48786703,0.743638023,0.675317122,0.784040762
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,NMOSD,6.67E-05,0.306390717,0.155738673,0.456821303,0.770759098,0.701941438,0.815829257
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,MCI,0.113317754,0.155977116,-0.037065117,0.348830727,0.900979345,0.790922989,0.911767563
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,AD,1.75E-06,0.320796159,0.189204325,0.45221159,0.837175055,0.766250121,0.868431863
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,PD,0.432296331,0.031721917,-0.047448519,0.110885935,0.918355203,0.871832952,0.933450023
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,CSVD,0.113996976,0.10127079,-0.024309548,0.226799206,0.938565657,0.861040401,0.945606182
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,MS,0.000218242,0.242105705,0.113719279,0.370363984,0.832092817,0.767051273,0.852697002
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,NMOSD,2.17E-06,0.364857461,0.21381944,0.515632964,0.800907797,0.72140119,0.837815084
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,MCI,0.001831627,0.308314073,0.114329161,0.501929097,0.869215488,0.763512477,0.903442324
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,AD,1.95E-23,0.68407802,0.549458601,0.818336414,0.673594564,0.615384787,0.724882376
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,PD,8.87E-19,0.360300979,0.280462407,0.44006713,0.847735757,0.803779696,0.875772176
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,CSVD,0.420713857,0.051568402,-0.073939572,0.177049903,0.907646996,0.838641318,0.928614955
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,MS,0.003001265,0.194092622,0.065885938,0.322196331,0.847584293,0.775771377,0.867085381
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,NMOSD,0.830399542,0.016361814,-0.133310115,0.166021909,0.890727793,0.800085102,0.918760464
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,MCI,0.00018838,0.370398467,0.17587157,0.564483199,0.841022724,0.742143737,0.873019983
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,AD,1.54E-15,0.541293822,0.408108076,0.674188304,0.736187122,0.675522486,0.773108776
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,PD,6.66E-06,0.182320234,0.102975071,0.26162834,0.913903252,0.871459545,0.93825921
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,CSVD,2.61E-14,0.495066605,0.367558398,0.62232791,0.756817003,0.691667412,0.78454527
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,MS,0.023202058,-0.148327656,-0.276318202,-0.020258239,0.882418591,0.813190085,0.903313452
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,NMOSD,0.765726059,-0.022762152,-0.172422249,0.126914566,0.854991716,0.781083866,0.886477965
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,MCI,0.030584277,0.213290803,0.019958864,0.406365357,0.874152863,0.76691204,0.901130045
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,AD,0.000452566,0.23469319,0.1035141,0.365742455,0.864271784,0.792005975,0.885258025
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,PD,3.24E-13,0.295824461,0.216200279,0.375364694,0.877619502,0.833920447,0.901237698
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,CSVD,5.88E-14,0.488000883,0.360548093,0.615275714,0.759419484,0.692129026,0.795647393
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,MS,0.577973204,0.036304791,-0.091569374,0.164159658,0.913899069,0.835100789,0.929649149
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,NMOSD,0.135948035,0.113991498,-0.035835431,0.263735251,0.863290608,0.777751064,0.903863917
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,MCI,1.18E-05,0.435978454,0.240781072,0.630658658,0.796288241,0.704829423,0.856448679
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,AD,8.59E-09,0.38744067,0.255447887,0.519221515,0.795821087,0.726616803,0.826730195
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,PD,3.86E-05,0.166541621,0.087225261,0.245824077,0.925189819,0.879832807,0.943082475
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,CSVD,9.74E-21,0.611654942,0.483125252,0.73988401,0.721071194,0.646373907,0.751732289
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,MS,0.04616454,-0.130239474,-0.258194511,-0.002215144,0.916983135,0.846413592,0.924375338
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,NMOSD,0.218120063,-0.0941276,-0.243839874,0.055653368,0.842936521,0.756426904,0.875579687
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,MCI,0.208306168,-0.123872089,-0.316636467,0.069042327,0.927637797,0.82481971,0.936240978
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,AD,0.96839972,0.002641766,-0.128023302,0.133305347,0.942286529,0.859766495,0.947968373
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,PD,7.08E-05,0.160771245,0.08146482,0.240044969,0.928993221,0.889270907,0.942976935
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,CSVD,0.043912542,-0.129160076,-0.254731817,-0.00352219,0.940366763,0.862395402,0.957261367
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,MS,3.73E-08,0.362012283,0.233018408,0.490684284,0.833623643,0.767462809,0.858852767
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,NMOSD,1.04E-07,0.410642087,0.259258361,0.561731681,0.727253371,0.653354017,0.777822275
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,MCI,0.065819439,0.181310208,-0.011850407,0.374251696,0.87830299,0.762358571,0.91303137
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,AD,8.67E-10,0.413239794,0.281072906,0.545181224,0.7914167,0.717318649,0.820548263
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,PD,0.64978932,-0.018341362,-0.097503368,0.060824367,0.901694435,0.861204577,0.919207344
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,CSVD,0.667967229,-0.027468387,-0.152941114,0.098018434,0.935923372,0.871161299,0.951768012
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,MS,8.19E-09,0.379489797,0.250388638,0.508392101,0.793689363,0.734490201,0.833020735
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,NMOSD,0.002413749,0.23254053,0.082286278,0.382625876,0.868880669,0.785522818,0.898259556
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,MCI,1.83E-05,0.426183875,0.231093007,0.620768675,0.80497856,0.696668611,0.853615135
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,AD,4.56E-16,0.551761936,0.418481666,0.684745714,0.735108312,0.679385951,0.782631171
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,PD,1.52E-43,0.570034896,0.489223866,0.650733895,0.759426095,0.720266212,0.793271974
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,CSVD,8.74E-14,0.484515889,0.357090165,0.611657329,0.776082658,0.699621625,0.822531936
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,MS,2.33E-09,0.393492044,0.264301493,0.522476656,0.831479099,0.761248919,0.86818397
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,NMOSD,2.74E-05,0.322450206,0.171698373,0.472969281,0.844938152,0.763983668,0.872604154
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,MCI,0.001202898,0.320529468,0.126445116,0.514229635,0.840479856,0.732596699,0.877050256
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,AD,4.54E-14,0.511182142,0.378258896,0.643829304,0.748430076,0.674932163,0.792094623
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,PD,3.77E-07,0.205744956,0.126352551,0.285095584,0.897683945,0.856290565,0.912510337
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,CSVD,1.33E-08,0.366887083,0.240267481,0.493322409,0.837178935,0.772189982,0.876222495
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,MS,0.179960089,0.087534509,-0.040404086,0.215426492,0.882665086,0.824524185,0.924543673
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,NMOSD,0.008275193,0.202228681,0.052108658,0.352201677,0.830558106,0.762920058,0.869182337
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,MCI,3.78E-05,0.409517673,0.214602848,0.603945363,0.792758909,0.701798335,0.855235888
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,AD,1.15E-20,0.636906698,0.502795176,0.770679898,0.630207464,0.570472391,0.662476799
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,PD,5.28E-17,0.340949167,0.261179167,0.420650536,0.842531663,0.798820699,0.871667851
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,CSVD,2.69E-07,0.331638664,0.205219689,0.45788959,0.836001454,0.769748202,0.879075057
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,MS,0.058967935,0.123337842,-0.004670658,0.251280708,0.834234724,0.770221713,0.871037028
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,NMOSD,0.836917154,-0.015723882,-0.165384013,0.133947725,0.834815748,0.751119939,0.874976322
lh.aparc.thickness.table_lh_rostralanteriorcingulate_thickness_loop_our_model.rds,lh_rostralanteriorcingulate_thickness,MCI,0.007145186,0.265740283,0.072074468,0.459086372,0.86386091,0.758215403,0.88381454
lh.aparc.thickness.table_lh_rostralanteriorcingulate_thickness_loop_our_model.rds,lh_rostralanteriorcingulate_thickness,AD,0.001263044,0.215633706,0.084529825,0.346618205,0.869375224,0.798226411,0.884127422
lh.aparc.thickness.table_lh_rostralanteriorcingulate_thickness_loop_our_model.rds,lh_rostralanteriorcingulate_thickness,PD,1.39E-15,0.324691682,0.244976497,0.404341446,0.856835591,0.816764994,0.889791636
lh.aparc.thickness.table_lh_rostralanteriorcingulate_thickness_loop_our_model.rds,lh_rostralanteriorcingulate_thickness,CSVD,4.14E-14,0.491053698,0.363577019,0.618285275,0.761031736,0.689294691,0.789866274
lh.aparc.thickness.table_lh_rostralanteriorcingulate_thickness_loop_our_model.rds,lh_rostralanteriorcingulate_thickness,MS,0.464384781,-0.047746847,-0.175606316,0.080138088,0.889709659,0.82634717,0.906235768
lh.aparc.thickness.table_lh_rostralanteriorcingulate_thickness_loop_our_model.rds,lh_rostralanteriorcingulate_thickness,NMOSD,0.569125912,-0.043495999,-0.193161405,0.106201177,0.86588957,0.791763082,0.906405588
lh.aparc.thickness.table_lh_rostralmiddlefrontal_thickness_loop_our_model.rds,lh_rostralmiddlefrontal_thickness,MCI,0.000219871,0.366455689,0.171965856,0.560507861,0.853724671,0.749342361,0.889800135
