clinical_feature,MRI_feature,disease,rvalue,pvalue_r
MMSE,lh_postcentral_thickness,CSVD,-0.031563391,0.561913696
MMSE,lh_posteriorcingulate_thickness,CSVD,0.182124977,0.000740539
MMSE,lh_precentral_thickness,CSVD,0.180460934,0.000829478
MMSE,lh_precuneus_thickness,CSVD,0.129077505,0.017252772
MMSE,lh_rostralanteriorcingulate_thickness,CSVD,0.120252876,0.026606735
MMSE,lh_rostralmiddlefrontal_thickness,CSVD,0.088300408,0.104086043
MMSE,lh_superiorfrontal_thickness,CSVD,0.112779894,0.037660038
MMSE,lh_superiorparietal_thickness,CSVD,0.080314563,0.139444758
MMSE,lh_superiortemporal_thickness,CSVD,0.206375353,0.000126746
MMSE,lh_supramarginal_thickness,CSVD,0.188740921,0.000467195
MMSE,lh_temporalpole_thickness,CSVD,0.169284172,0.001732717
MMSE,lh_transversetemporal_thickness,CSVD,0.158618347,0.003361428
MMSE,rh_bankssts_thickness,CSVD,0.212989029,7.55E-05
MMSE,rh_caudalanteriorcingulate_thickness,CSVD,0.186803539,0.000535524
MMSE,rh_caudalmiddlefrontal_thickness,CSVD,0.167515992,0.001939153
MMSE,rh_cuneus_thickness,CSVD,0.13924017,0.010154003
MMSE,rh_entorhinal_thickness,CSVD,0.194384003,0.000311535
MMSE,rh_frontalpole_thickness,CSVD,0.046440415,0.393312233
MMSE,rh_fusiform_thickness,CSVD,0.12530226,0.020829197
MMSE,rh_inferiorparietal_thickness,CSVD,0.142814924,0.008359093
MMSE,rh_inferiortemporal_thickness,CSVD,0.225488239,2.71E-05
MMSE,rh_insula_thickness,CSVD,0.216254549,5.81E-05
MMSE,rh_isthmuscingulate_thickness,CSVD,0.099338536,0.06732563
MMSE,rh_lateraloccipital_thickness,CSVD,0.07527979,0.166069384
MMSE,rh_lateralorbitofrontal_thickness,CSVD,0.143963298,0.007845696
MMSE,rh_lingual_thickness,CSVD,-0.010743776,0.843528941
MMSE,rh_medialorbitofrontal_thickness,CSVD,0.221899107,3.66E-05
MMSE,rh_middletemporal_thickness,CSVD,0.182226167,0.000735426
MMSE,rh_paracentral_thickness,CSVD,0.055548985,0.307117382
MMSE,rh_parahippocampal_thickness,CSVD,0.082135109,0.130667736
MMSE,rh_parsopercularis_thickness,CSVD,0.145587636,0.007167535
MMSE,rh_parsorbitalis_thickness,CSVD,0.146744288,0.006717076
MMSE,rh_parstriangularis_thickness,CSVD,0.137908273,0.01090548
MMSE,rh_pericalcarine_thickness,CSVD,-0.041082078,0.45022186
MMSE,rh_postcentral_thickness,CSVD,0.027015026,0.619620263
MMSE,rh_posteriorcingulate_thickness,CSVD,0.192057358,0.000368697
MMSE,rh_precentral_thickness,CSVD,0.118425164,0.029013816
MMSE,rh_precuneus_thickness,CSVD,0.154123986,0.004392879
MMSE,rh_rostralanteriorcingulate_thickness,CSVD,0.110466955,0.041786251
MMSE,rh_rostralmiddlefrontal_thickness,CSVD,0.130868821,0.015752139
MMSE,rh_superiorfrontal_thickness,CSVD,0.094056544,0.083314351
MMSE,rh_superiorparietal_thickness,CSVD,0.090194444,0.096841185
MMSE,rh_superiortemporal_thickness,CSVD,0.098070324,0.070914639
MMSE,rh_supramarginal_thickness,CSVD,0.201597725,0.000182503
MMSE,rh_temporalpole_thickness,CSVD,0.17219272,0.00143646
MMSE,rh_transversetemporal_thickness,CSVD,0.135947739,0.012101169
MMSE,lh_bankssts_area,CSVD,0.029381274,0.589276114
MMSE,lh_caudalanteriorcingulate_area,CSVD,0.062703217,0.248882784
MMSE,lh_caudalmiddlefrontal_area,CSVD,0.048881425,0.368894071
MMSE,lh_cuneus_area,CSVD,0.048780734,0.369882369
MMSE,lh_entorhinal_area,CSVD,0.050635841,0.351937596
MMSE,lh_frontalpole_area,CSVD,-0.047790449,0.37968918
MMSE,lh_fusiform_area,CSVD,0.052294132,0.336369671
MMSE,lh_inferiorparietal_area,CSVD,0.139358257,0.010089645
MMSE,lh_inferiortemporal_area,CSVD,0.121287353,0.025322002
MMSE,lh_insula_area,CSVD,-0.069475869,0.2012852
MMSE,lh_isthmuscingulate_area,CSVD,0.083703197,0.1234553
MMSE,lh_lateraloccipital_area,CSVD,0.062933514,0.24714547
MMSE,lh_lateralorbitofrontal_area,CSVD,0.008874531,0.870487851
MMSE,lh_lingual_area,CSVD,0.089042762,0.101196988
MMSE,lh_medialorbitofrontal_area,CSVD,0.026930426,0.620717624
MMSE,lh_middletemporal_area,CSVD,0.059584684,0.273247366
MMSE,lh_paracentral_area,CSVD,-0.009618875,0.859732885
MMSE,lh_parahippocampal_area,CSVD,-0.077572143,0.153509735
MMSE,lh_parsopercularis_area,CSVD,0.014817955,0.785438788
MMSE,lh_parsorbitalis_area,CSVD,0.10362274,0.056286117
MMSE,lh_parstriangularis_area,CSVD,0.036396792,0.503575993
MMSE,lh_pericalcarine_area,CSVD,0.095473831,0.078750053
MMSE,lh_postcentral_area,CSVD,0.068387412,0.208452984
MMSE,lh_posteriorcingulate_area,CSVD,0.113982181,0.035655124
MMSE,lh_precentral_area,CSVD,-0.006679124,0.902340885
MMSE,lh_precuneus_area,CSVD,0.164985502,0.002273828
MMSE,lh_rostralanteriorcingulate_area,CSVD,0.078755045,0.147316664
MMSE,lh_rostralmiddlefrontal_area,CSVD,-0.001009016,0.985210603
MMSE,lh_superiorfrontal_area,CSVD,-0.012863217,0.813182584
MMSE,lh_superiorparietal_area,CSVD,0.186761154,0.000537118
MMSE,lh_superiortemporal_area,CSVD,0.10241974,0.059222817
MMSE,lh_supramarginal_area,CSVD,0.057787816,0.288000277
MMSE,lh_temporalpole_area,CSVD,-0.019047809,0.726366806
MMSE,lh_transversetemporal_area,CSVD,0.048283711,0.374784652
MMSE,rh_bankssts_area,CSVD,0.072476028,0.182458214
MMSE,rh_caudalanteriorcingulate_area,CSVD,0.059747666,0.271935146
MMSE,rh_caudalmiddlefrontal_area,CSVD,0.132642592,0.014380095
MMSE,rh_cuneus_area,CSVD,0.221429604,3.80E-05
MMSE,rh_entorhinal_area,CSVD,-0.041170913,0.44924204
MMSE,rh_frontalpole_area,CSVD,-0.077995157,0.151272801
MMSE,rh_fusiform_area,CSVD,0.070025714,0.197733127
MMSE,rh_inferiorparietal_area,CSVD,0.168299883,0.001845006
MMSE,rh_inferiortemporal_area,CSVD,0.120358003,0.026473667
MMSE,rh_insula_area,CSVD,0.13186241,0.014970093
MMSE,rh_isthmuscingulate_area,CSVD,0.021632832,0.691022946
MMSE,rh_lateraloccipital_area,CSVD,0.110892854,0.040999048
MMSE,rh_lateralorbitofrontal_area,CSVD,-0.021496771,0.69286741
MMSE,rh_lingual_area,CSVD,0.132063253,0.014816215
MMSE,rh_medialorbitofrontal_area,CSVD,-0.084919031,0.118079103
MMSE,rh_middletemporal_area,CSVD,0.073273662,0.177678829
MMSE,rh_paracentral_area,CSVD,-0.008110446,0.881552897
MMSE,rh_parahippocampal_area,CSVD,-0.029173463,0.591913524
MMSE,rh_parsopercularis_area,CSVD,0.104527024,0.054158976
MMSE,rh_parsorbitalis_area,CSVD,0.134467976,0.013078804
MMSE,rh_parstriangularis_area,CSVD,0.129172808,0.017169897
MMSE,rh_pericalcarine_area,CSVD,0.236870398,1.01E-05
MMSE,rh_postcentral_area,CSVD,0.028762488,0.597145204
MMSE,rh_posteriorcingulate_area,CSVD,0.056879784,0.295655317
MMSE,rh_precentral_area,CSVD,0.153189532,0.004640258
MMSE,rh_precuneus_area,CSVD,0.065178479,0.230652112
MMSE,rh_rostralanteriorcingulate_area,CSVD,0.068398985,0.208375819
MMSE,rh_rostralmiddlefrontal_area,CSVD,-0.013938306,0.797892445
MMSE,rh_superiorfrontal_area,CSVD,0.010624853,0.845239017
MMSE,rh_superiorparietal_area,CSVD,0.162872314,0.002592797
MMSE,rh_superiortemporal_area,CSVD,0.037669298,0.488764448
MMSE,rh_supramarginal_area,CSVD,0.08013697,0.140324576
MMSE,rh_temporalpole_area,CSVD,-0.021078256,0.698552238
MMSE,rh_transversetemporal_area,CSVD,-0.023617919,0.664325001
MMSE,lh_bankssts_volume,CSVD,0.17344257,0.001324061
MMSE,lh_caudalanteriorcingulate_volume,CSVD,0.122524853,0.023855659
MMSE,lh_caudalmiddlefrontal_volume,CSVD,0.073518723,0.176229236
MMSE,lh_cuneus_volume,CSVD,0.046149394,0.396287051
MMSE,lh_entorhinal_volume,CSVD,0.053774011,0.322855137
MMSE,lh_frontalpole_volume,CSVD,0.012269551,0.821656709
MMSE,lh_fusiform_volume,CSVD,0.097603263,0.072275144
MMSE,lh_inferiorparietal_volume,CSVD,0.221447513,3.80E-05
MMSE,lh_inferiortemporal_volume,CSVD,0.196730526,0.000262338
MMSE,lh_insula_volume,CSVD,0.086594781,0.110971025
MMSE,lh_isthmuscingulate_volume,CSVD,0.18056382,0.000823705
MMSE,lh_lateraloccipital_volume,CSVD,0.072990604,0.179364161
MMSE,lh_lateralorbitofrontal_volume,CSVD,0.070724838,0.193282916
MMSE,lh_lingual_volume,CSVD,0.005064339,0.925872985
MMSE,lh_medialorbitofrontal_volume,CSVD,0.118067639,0.029505884
MMSE,lh_middletemporal_volume,CSVD,0.170729709,0.001579117
MMSE,lh_paracentral_volume,CSVD,0.039057557,0.472875999
MMSE,lh_parahippocampal_volume,CSVD,0.047140138,0.38621497
MMSE,lh_parsopercularis_volume,CSVD,0.104846161,0.0534244
MMSE,lh_parsorbitalis_volume,CSVD,0.093567824,0.084936848
MMSE,lh_parstriangularis_volume,CSVD,0.113568868,0.036333885
MMSE,lh_pericalcarine_volume,CSVD,0.001831047,0.973165403
MMSE,lh_postcentral_volume,CSVD,0.062053068,0.253833198
MMSE,lh_posteriorcingulate_volume,CSVD,0.205823962,0.000132249
MMSE,lh_precentral_volume,CSVD,0.115161479,0.033777343
MMSE,lh_precuneus_volume,CSVD,0.164339152,0.002367368
MMSE,lh_rostralanteriorcingulate_volume,CSVD,0.134688211,0.012929033
MMSE,lh_rostralmiddlefrontal_volume,CSVD,-0.001699796,0.975088273
MMSE,lh_superiorfrontal_volume,CSVD,0.035728755,0.51144511
MMSE,lh_superiorparietal_volume,CSVD,0.19866705,0.000227305
MMSE,lh_superiortemporal_volume,CSVD,0.240118989,7.57E-06
MMSE,lh_supramarginal_volume,CSVD,0.203537576,0.00015755
MMSE,lh_temporalpole_volume,CSVD,0.052132173,0.337870399
MMSE,lh_transversetemporal_volume,CSVD,0.15108481,0.00524402
MMSE,rh_bankssts_volume,CSVD,0.127307873,0.018856331
MMSE,rh_caudalanteriorcingulate_volume,CSVD,0.080926315,0.136446405
MMSE,rh_caudalmiddlefrontal_volume,CSVD,0.183981404,0.000651771
MMSE,rh_cuneus_volume,CSVD,0.186385406,0.000551439
MMSE,rh_entorhinal_volume,CSVD,0.075102312,0.167072957
MMSE,rh_frontalpole_volume,CSVD,-0.011492212,0.832783872
MMSE,rh_fusiform_volume,CSVD,0.088846215,0.101955637
MMSE,rh_inferiorparietal_volume,CSVD,0.222686354,3.43E-05
MMSE,rh_inferiortemporal_volume,CSVD,0.173937284,0.001281848
MMSE,rh_insula_volume,CSVD,0.219461335,4.47E-05
MMSE,rh_isthmuscingulate_volume,CSVD,0.070967393,0.191756197
MMSE,rh_lateraloccipital_volume,CSVD,0.152696655,0.004775734
MMSE,rh_lateralorbitofrontal_volume,CSVD,0.049438177,0.363459063
MMSE,rh_lingual_volume,CSVD,0.090764734,0.09474024
MMSE,rh_medialorbitofrontal_volume,CSVD,0.013515665,0.80389448
MMSE,rh_middletemporal_volume,CSVD,0.120591179,0.026180559
MMSE,rh_paracentral_volume,CSVD,0.033379701,0.539614816
MMSE,rh_parahippocampal_volume,CSVD,0.054776266,0.313905423
MMSE,rh_parsopercularis_volume,CSVD,0.090437022,0.095943039
MMSE,rh_parsorbitalis_volume,CSVD,0.120334266,0.026503663
MMSE,rh_parstriangularis_volume,CSVD,0.159343476,0.00321731
MMSE,rh_pericalcarine_volume,CSVD,0.190287436,0.000418562
MMSE,rh_postcentral_volume,CSVD,0.018714632,0.730966586
MMSE,rh_posteriorcingulate_volume,CSVD,0.102031751,0.060196532
MMSE,rh_precentral_volume,CSVD,0.132360573,0.014590967
MMSE,rh_precuneus_volume,CSVD,0.174146007,0.001264412
MMSE,rh_rostralanteriorcingulate_volume,CSVD,0.053759476,0.322986131
MMSE,rh_rostralmiddlefrontal_volume,CSVD,-0.003791631,0.944466663
MMSE,rh_superiorfrontal_volume,CSVD,0.057410589,0.291164126
MMSE,rh_superiorparietal_volume,CSVD,0.177255872,0.001029165
MMSE,rh_superiortemporal_volume,CSVD,0.082682307,0.128114809
MMSE,rh_supramarginal_volume,CSVD,0.181241153,0.000786616
MMSE,rh_temporalpole_volume,CSVD,0.027444757,0.614059251
MMSE,rh_transversetemporal_volume,CSVD,0.095618018,0.078297282
MMSE,Brainstem,CSVD,0.27996011,1.53E-07
MMSE,cerebellum_total,CSVD,0.19798715,0.000239074
MMSE,GMV,CSVD,0.171016231,0.001550195
MMSE,mean_thickness,CSVD,0.182690471,0.000712381
MMSE,sGMV,CSVD,0.240153559,7.55E-06
MMSE,TCV,CSVD,0.087498157,0.107281137
MMSE,total_surface_arrea,CSVD,0.079490791,0.143561728
MMSE,CSF,CSVD,-0.213892479,7.02E-05
MMSE,WMV,CSVD,0.187864482,0.000497036
MMSE,lh.accumbens.area.volume,MS,-0.234108104,0.000774447
MMSE,lh.amygdala.volume,MS,-0.143206604,0.041520106
MMSE,lh.caudate.volume,MS,0.061107147,0.386448385
MMSE,lh.hippocampus.volume,MS,-0.053894762,0.445048649
MMSE,lh.pallidum.volume,MS,-0.07576402,0.282665761
MMSE,lh.putamen.volume,MS,-0.043694079,0.535918852
MMSE,lh.thalamus.volume,MS,0.196895564,0.004868289
MMSE,lh.ventraldc.volume,MS,0.01006536,0.886663484
MMSE,rh.accumbens.area.volume,MS,-0.19973185,0.004276494
MMSE,rh.amygdala.volume,MS,-0.033446323,0.635694854
MMSE,rh.caudate.volume,MS,-0.078892322,0.263205743
MMSE,rh.hippocampus.volume,MS,0.022792291,0.746864299
MMSE,rh.pallidum.volume,MS,-0.05104777,0.469496071
MMSE,rh.putamen.volume,MS,0.022891715,0.745797856
MMSE,rh.thalamus.volume,MS,0.215859897,0.001980863
MMSE,rh.ventraldc.volume,MS,0.032133955,0.649016627
MMSE,lh_bankssts_thickness,MS,0.155279151,0.026955558
MMSE,lh_caudalanteriorcingulate_thickness,MS,-0.065037422,0.356583375
MMSE,lh_caudalmiddlefrontal_thickness,MS,-0.326368198,2.01E-06
MMSE,lh_cuneus_thickness,MS,0.150301764,0.032320791
MMSE,lh_entorhinal_thickness,MS,-0.031621068,0.654253667
MMSE,lh_frontalpole_thickness,MS,-0.169029728,0.0159174
MMSE,lh_fusiform_thickness,MS,0.026513705,0.707292039
MMSE,lh_inferiorparietal_thickness,MS,0.113082516,0.108189245
MMSE,lh_inferiortemporal_thickness,MS,-0.078249827,0.267125633
MMSE,lh_insula_thickness,MS,0.271025813,9.19E-05
MMSE,lh_isthmuscingulate_thickness,MS,0.193854472,0.005583582
MMSE,lh_lateraloccipital_thickness,MS,-0.021611936,0.75956127
MMSE,lh_lateralorbitofrontal_thickness,MS,-0.286109853,3.50E-05
MMSE,lh_lingual_thickness,MS,-0.25558841,0.000232863
MMSE,lh_medialorbitofrontal_thickness,MS,0.044648171,0.527043354
MMSE,lh_middletemporal_thickness,MS,-0.062058146,0.379086547
MMSE,lh_paracentral_thickness,MS,0.188858739,0.006964553
MMSE,lh_parahippocampal_thickness,MS,-0.012822375,0.855920157
MMSE,lh_parsopercularis_thickness,MS,-0.204884393,0.003364636
MMSE,lh_parsorbitalis_thickness,MS,-0.249363432,0.000333497
MMSE,lh_parstriangularis_thickness,MS,-0.271715088,8.80E-05
MMSE,lh_pericalcarine_thickness,MS,-0.062777067,0.373578515
MMSE,lh_postcentral_thickness,MS,0.23019208,0.000953287
MMSE,lh_posteriorcingulate_thickness,MS,0.126602828,0.07187276
MMSE,lh_precentral_thickness,MS,-0.140371997,0.045766106
MMSE,lh_precuneus_thickness,MS,0.045182624,0.522104319
MMSE,lh_rostralanteriorcingulate_thickness,MS,-0.167651346,0.016808942
MMSE,lh_rostralmiddlefrontal_thickness,MS,-0.400279039,3.28E-09
MMSE,lh_superiorfrontal_thickness,MS,-0.217461619,0.00182949
MMSE,lh_superiorparietal_thickness,MS,0.287410919,3.21E-05
MMSE,lh_superiortemporal_thickness,MS,-0.001372264,0.984497256
MMSE,lh_supramarginal_thickness,MS,0.101955926,0.147770204
MMSE,lh_temporalpole_thickness,MS,-0.053076945,0.451996601
MMSE,lh_transversetemporal_thickness,MS,0.104134606,0.139260492
MMSE,rh_bankssts_thickness,MS,0.025588014,0.71706723
MMSE,rh_caudalanteriorcingulate_thickness,MS,-0.036243334,0.60769395
MMSE,rh_caudalmiddlefrontal_thickness,MS,-0.13684289,0.051553981
MMSE,rh_cuneus_thickness,MS,-0.283768611,4.08E-05
MMSE,rh_entorhinal_thickness,MS,-0.094470529,0.180022271
MMSE,rh_frontalpole_thickness,MS,-0.146792674,0.036627408
MMSE,rh_fusiform_thickness,MS,0.121813322,0.083396768
MMSE,rh_inferiorparietal_thickness,MS,0.067672956,0.33738878
MMSE,rh_inferiortemporal_thickness,MS,-0.046608209,0.509046553
MMSE,rh_insula_thickness,MS,0.26903102,0.000103928
MMSE,rh_isthmuscingulate_thickness,MS,0.149896348,0.032795257
MMSE,rh_lateraloccipital_thickness,MS,-0.145168153,0.038779868
MMSE,rh_lateralorbitofrontal_thickness,MS,-0.011018049,0.876018541
MMSE,rh_lingual_thickness,MS,-0.261607688,0.000163123
MMSE,rh_medialorbitofrontal_thickness,MS,0.020392924,0.772741883
MMSE,rh_middletemporal_thickness,MS,-0.059377005,0.400061866
MMSE,rh_paracentral_thickness,MS,-0.066615282,0.345011206
MMSE,rh_parahippocampal_thickness,MS,-0.036184317,0.608279098
MMSE,rh_parsopercularis_thickness,MS,-0.048803863,0.489272543
MMSE,rh_parsorbitalis_thickness,MS,-0.085574879,0.224765521
MMSE,rh_parstriangularis_thickness,MS,-0.116980791,0.096484893
MMSE,rh_pericalcarine_thickness,MS,-0.05393011,0.444749708
MMSE,rh_postcentral_thickness,MS,-0.084533323,0.230479509
MMSE,rh_posteriorcingulate_thickness,MS,0.096504734,0.17078396
MMSE,rh_precentral_thickness,MS,-0.06956259,0.324040246
MMSE,rh_precuneus_thickness,MS,0.02086615,0.767617147
MMSE,rh_rostralanteriorcingulate_thickness,MS,-0.129044478,0.06651654
MMSE,rh_rostralmiddlefrontal_thickness,MS,-0.202576416,0.003748804
MMSE,rh_superiorfrontal_thickness,MS,-0.095589061,0.174897891
MMSE,rh_superiorparietal_thickness,MS,-0.018111436,0.797583467
MMSE,rh_superiortemporal_thickness,MS,0.085886315,0.223076652
MMSE,rh_supramarginal_thickness,MS,-0.053035899,0.452346912
MMSE,rh_temporalpole_thickness,MS,-0.107298072,0.127577646
MMSE,rh_transversetemporal_thickness,MS,-0.068178552,0.3337833
MMSE,lh_bankssts_area,MS,0.282866911,4.33E-05
MMSE,lh_caudalanteriorcingulate_area,MS,-0.045042796,0.52339422
MMSE,lh_caudalmiddlefrontal_area,MS,-0.042983341,0.542578738
MMSE,lh_cuneus_area,MS,0.095410648,0.175707939
MMSE,lh_entorhinal_area,MS,-0.018543239,0.792865385
MMSE,lh_frontalpole_area,MS,-0.144226831,0.040075224
MMSE,lh_fusiform_area,MS,0.089603218,0.203613169
MMSE,lh_inferiorparietal_area,MS,-0.077135745,0.274016736
MMSE,lh_inferiortemporal_area,MS,-0.105683573,0.133441832
MMSE,lh_insula_area,MS,0.024807338,0.725347066
MMSE,lh_isthmuscingulate_area,MS,-0.125556039,0.074274048
MMSE,lh_lateraloccipital_area,MS,0.1005813,0.153338791
MMSE,lh_lateralorbitofrontal_area,MS,0.017203393,0.807528964
MMSE,lh_lingual_area,MS,0.170279337,0.015145103
MMSE,lh_medialorbitofrontal_area,MS,0.124056756,0.077826261
MMSE,lh_middletemporal_area,MS,0.15555275,0.026684199
MMSE,lh_paracentral_area,MS,0.105290655,0.134899836
MMSE,lh_parahippocampal_area,MS,-0.088728372,0.208079973
MMSE,lh_parsopercularis_area,MS,0.088880727,0.20729705
MMSE,lh_parsorbitalis_area,MS,0.079645148,0.25866308
MMSE,lh_parstriangularis_area,MS,0.076771661,0.276294671
MMSE,lh_pericalcarine_area,MS,0.167088416,0.017185375
MMSE,lh_postcentral_area,MS,0.003915255,0.955788304
MMSE,lh_posteriorcingulate_area,MS,0.054925563,0.436377975
MMSE,lh_precentral_area,MS,-0.059325916,0.40046816
MMSE,lh_precuneus_area,MS,0.080151184,0.255640065
MMSE,lh_rostralanteriorcingulate_area,MS,-0.055674189,0.430141869
MMSE,lh_rostralmiddlefrontal_area,MS,0.019720858,0.780036821
MMSE,lh_superiorfrontal_area,MS,0.020912777,0.767112751
MMSE,lh_superiorparietal_area,MS,0.010383163,0.883110132
MMSE,lh_superiortemporal_area,MS,0.089366836,0.204813208
MMSE,lh_supramarginal_area,MS,0.013896004,0.844004022
MMSE,lh_temporalpole_area,MS,0.039840692,0.57250824
MMSE,lh_transversetemporal_area,MS,-0.090833545,0.197449172
MMSE,rh_bankssts_area,MS,-0.069094874,0.327311998
MMSE,rh_caudalanteriorcingulate_area,MS,0.128939285,0.066740376
MMSE,rh_caudalmiddlefrontal_area,MS,0.121152526,0.085097299
MMSE,rh_cuneus_area,MS,0.222984754,0.001384879
MMSE,rh_entorhinal_area,MS,-0.099326454,0.158559127
MMSE,rh_frontalpole_area,MS,-0.009602627,0.891841322
MMSE,rh_fusiform_area,MS,0.040988925,0.561483051
MMSE,rh_inferiorparietal_area,MS,0.031281188,0.657733485
MMSE,rh_inferiortemporal_area,MS,-0.107152967,0.128096417
MMSE,rh_insula_area,MS,-0.135327883,0.054218839
MMSE,rh_isthmuscingulate_area,MS,-0.000478296,0.994596297
MMSE,rh_lateraloccipital_area,MS,0.065458934,0.353468459
MMSE,rh_lateralorbitofrontal_area,MS,0.096397585,0.171261606
MMSE,rh_lingual_area,MS,0.119953594,0.088253671
MMSE,rh_medialorbitofrontal_area,MS,0.100842362,0.152269226
MMSE,rh_middletemporal_area,MS,-0.041385924,0.557694977
MMSE,rh_paracentral_area,MS,0.076383269,0.278738781
MMSE,rh_parahippocampal_area,MS,0.016280885,0.81766461
MMSE,rh_parsopercularis_area,MS,0.190030863,0.006615711
MMSE,rh_parsorbitalis_area,MS,-0.031210509,0.658458052
MMSE,rh_parstriangularis_area,MS,0.132032774,0.060409896
MMSE,rh_pericalcarine_area,MS,0.157882267,0.024467114
MMSE,rh_postcentral_area,MS,-0.021485165,0.760928836
MMSE,rh_posteriorcingulate_area,MS,0.12752787,0.069803647
MMSE,rh_precentral_area,MS,0.058799795,0.404666491
MMSE,rh_precuneus_area,MS,0.04900033,0.487523394
MMSE,rh_rostralanteriorcingulate_area,MS,0.047295818,0.502809597
MMSE,rh_rostralmiddlefrontal_area,MS,0.081766115,0.246155969
MMSE,rh_superiorfrontal_area,MS,0.028885549,0.682466507
MMSE,rh_superiorparietal_area,MS,0.014344652,0.839034829
MMSE,rh_superiortemporal_area,MS,0.114244273,0.104590028
MMSE,rh_supramarginal_area,MS,-0.04399566,0.533105323
MMSE,rh_temporalpole_area,MS,0.017262802,0.806877319
MMSE,rh_transversetemporal_area,MS,0.081864898,0.245583891
MMSE,lh_bankssts_volume,MS,0.224417195,0.00128699
MMSE,lh_caudalanteriorcingulate_volume,MS,0.014419555,0.838205823
MMSE,lh_caudalmiddlefrontal_volume,MS,-0.245458757,0.00041586
MMSE,lh_cuneus_volume,MS,0.118649651,0.091792126
MMSE,lh_entorhinal_volume,MS,-0.144457383,0.039754639
MMSE,lh_frontalpole_volume,MS,-0.139161479,0.04768694
MMSE,lh_fusiform_volume,MS,0.155611064,0.026626665
MMSE,lh_inferiorparietal_volume,MS,-0.060309456,0.392689744
MMSE,lh_inferiortemporal_volume,MS,-0.145704679,0.038057479
MMSE,lh_insula_volume,MS,0.045993442,0.514656658
MMSE,lh_isthmuscingulate_volume,MS,-0.117521241,0.094944757
MMSE,lh_lateraloccipital_volume,MS,-0.112628023,0.109623498
MMSE,lh_lateralorbitofrontal_volume,MS,-0.221277177,0.00151045
MMSE,lh_lingual_volume,MS,0.093458548,0.184753161
MMSE,lh_medialorbitofrontal_volume,MS,-0.103758877,0.140700703
MMSE,lh_middletemporal_volume,MS,-0.035899409,0.61110745
MMSE,lh_paracentral_volume,MS,-0.131135305,0.06219342
MMSE,lh_parahippocampal_volume,MS,0.079945113,0.256868163
MMSE,lh_parsopercularis_volume,MS,0.020854626,0.767741823
MMSE,lh_parsorbitalis_volume,MS,-0.135545206,0.053829705
MMSE,lh_parstriangularis_volume,MS,0.014465213,0.837700578
MMSE,lh_pericalcarine_volume,MS,-0.038236,0.588085018
MMSE,lh_postcentral_volume,MS,-0.173874072,0.01310315
MMSE,lh_posteriorcingulate_volume,MS,0.102209496,0.146759965
MMSE,lh_precentral_volume,MS,-0.260339276,0.000175954
MMSE,lh_precuneus_volume,MS,-0.030589594,0.66483701
MMSE,lh_rostralanteriorcingulate_volume,MS,-0.105234211,0.135110281
MMSE,lh_rostralmiddlefrontal_volume,MS,-0.191713566,0.006142167
MMSE,lh_superiorfrontal_volume,MS,-0.207949053,0.002909548
MMSE,lh_superiorparietal_volume,MS,0.120399107,0.087070024
MMSE,lh_superiortemporal_volume,MS,0.084139326,0.232667477
MMSE,lh_supramarginal_volume,MS,-0.010022291,0.887145211
MMSE,lh_temporalpole_volume,MS,-0.013091405,0.852931038
MMSE,lh_transversetemporal_volume,MS,-0.148823244,0.034079787
MMSE,rh_bankssts_volume,MS,-0.061499299,0.383402236
MMSE,rh_caudalanteriorcingulate_volume,MS,0.184703238,0.00833713
MMSE,rh_caudalmiddlefrontal_volume,MS,0.077567758,0.271330363
MMSE,rh_cuneus_volume,MS,-0.157818606,0.024525528
MMSE,rh_entorhinal_volume,MS,-0.190840203,0.006384026
MMSE,rh_frontalpole_volume,MS,-0.072879257,0.301448424
MMSE,rh_fusiform_volume,MS,0.047754127,0.498674894
MMSE,rh_inferiorparietal_volume,MS,0.056337358,0.424660788
MMSE,rh_inferiortemporal_volume,MS,-0.069416981,0.325056531
MMSE,rh_insula_volume,MS,-0.012412175,0.860481714
MMSE,rh_isthmuscingulate_volume,MS,0.033616966,0.633971112
MMSE,rh_lateraloccipital_volume,MS,0.054949211,0.436180193
MMSE,rh_lateralorbitofrontal_volume,MS,-0.082173253,0.243804087
MMSE,rh_lingual_volume,MS,0.050812714,0.47154693
MMSE,rh_medialorbitofrontal_volume,MS,-0.020948646,0.76672479
MMSE,rh_middletemporal_volume,MS,-0.102287019,0.146452158
MMSE,rh_paracentral_volume,MS,-0.200182598,0.004188653
MMSE,rh_parahippocampal_volume,MS,0.10328597,0.142529536
MMSE,rh_parsopercularis_volume,MS,0.015425695,0.82708776
MMSE,rh_parsorbitalis_volume,MS,-0.131296006,0.061870919
MMSE,rh_parstriangularis_volume,MS,0.070877496,0.314955935
MMSE,rh_pericalcarine_volume,MS,-0.012467434,0.859866947
MMSE,rh_postcentral_volume,MS,-0.177225324,0.011421369
MMSE,rh_posteriorcingulate_volume,MS,0.12751679,0.06982814
MMSE,rh_precentral_volume,MS,-0.177055108,0.011501967
MMSE,rh_precuneus_volume,MS,0.070654323,0.316485959
MMSE,rh_rostralanteriorcingulate_volume,MS,0.04135405,0.557998651
MMSE,rh_rostralmiddlefrontal_volume,MS,-0.083366258,0.237002926
MMSE,rh_superiorfrontal_volume,MS,-0.145778597,0.037958851
MMSE,rh_superiorparietal_volume,MS,-0.166511691,0.017578623
