Index,MRI_measure,disease,pvalue,cohens_d,cohens_d_CI_low,cohens_d_CI_high,Overlap,Overlap_CI_low,Overlap_CI_high
lh.aparc.thickness.table_lh_caudalmiddlefrontal_thickness_loop_our_model.rds,lh_caudalmiddlefrontal_thickness,AD,0.036447007,0.13966937,0.008806807,0.27045437,0.792707345,0.713034648,0.832297664
lh.aparc.thickness.table_lh_caudalmiddlefrontal_thickness_loop_our_model.rds,lh_caudalmiddlefrontal_thickness,PD,1.50E-07,-0.212788051,-0.29215252,-0.133380384,0.903727651,0.859697798,0.924544189
lh.aparc.thickness.table_lh_caudalmiddlefrontal_thickness_loop_our_model.rds,lh_caudalmiddlefrontal_thickness,CSVD,0.247902032,0.07401512,-0.051520728,0.199512996,0.820455791,0.752758269,0.853475106
lh.aparc.thickness.table_lh_caudalmiddlefrontal_thickness_loop_our_model.rds,lh_caudalmiddlefrontal_thickness,MS,1.75E-09,-0.396594789,-0.525598055,-0.267384007,0.848352919,0.769637914,0.877233974
lh.aparc.thickness.table_lh_caudalmiddlefrontal_thickness_loop_our_model.rds,lh_caudalmiddlefrontal_thickness,NMOSD,5.57E-05,-0.309722572,-0.460171118,-0.159050198,0.82811832,0.753219992,0.864119312
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,MCI,0.531449136,-0.061564315,-0.254226749,0.131172774,0.896759268,0.793351984,0.913677907
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,AD,0.002637907,-0.201032346,-0.331971182,-0.06998213,0.897856189,0.829170799,0.914166269
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,PD,0.002887425,0.120461277,0.041214987,0.199683015,0.90162627,0.857260971,0.91716997
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,CSVD,0.011249132,-0.162587821,-0.28822755,-0.036864883,0.907923422,0.847037216,0.930437086
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,MS,9.77E-06,0.290062485,0.161460193,0.418511702,0.888929743,0.824409239,0.909183509
lh.aparc.thickness.table_lh_cuneus_thickness_loop_our_model.rds,lh_cuneus_thickness,NMOSD,9.85E-05,0.299128876,0.148520288,0.449521066,0.807846121,0.726184407,0.851050657
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,MCI,3.71E-07,0.507934109,0.311886478,0.703384005,0.776906936,0.681546767,0.845115204
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,AD,1.70E-28,0.76433307,0.628773974,0.899494088,0.593000242,0.528110172,0.649789403
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,PD,1.57E-33,0.494773269,0.41435909,0.575089307,0.784460219,0.737822313,0.818023378
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,CSVD,0.373102742,0.057045978,-0.068468047,0.182530749,0.908986713,0.842120517,0.935100859
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,MS,3.37E-06,0.304975939,0.176299141,0.433492014,0.85798442,0.798395555,0.891754175
lh.aparc.thickness.table_lh_entorhinal_thickness_loop_our_model.rds,lh_entorhinal_thickness,NMOSD,0.202677077,0.097373502,-0.052414479,0.247090417,0.93006592,0.848464915,0.949857158
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,MCI,0.106099144,-0.15919079,-0.352054674,0.033865613,0.915582175,0.800259258,0.932033311
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,AD,1.70E-06,-0.321218808,-0.452636311,-0.189624643,0.876223249,0.808167127,0.892905622
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,PD,0.001180232,-0.131162555,-0.210396534,-0.05190186,0.928198151,0.885404412,0.939154023
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,CSVD,0.018279658,0.151332528,0.025640189,0.276947412,0.828376115,0.763552298,0.857405796
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,MS,2.90E-13,-0.483092149,-0.612675741,-0.353258001,0.804454593,0.735288122,0.849385476
lh.aparc.thickness.table_lh_frontalpole_thickness_loop_our_model.rds,lh_frontalpole_thickness,NMOSD,4.07E-08,-0.423871055,-0.575058468,-0.272380343,0.821195418,0.738354854,0.843200216
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,MCI,0.001207285,0.320425324,0.12634184,0.514124785,0.84115322,0.740978148,0.91508592
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,AD,0.00017808,0.250933484,0.119685672,0.382042642,0.720136763,0.639914751,0.749867505
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,PD,1.95E-36,0.517592507,0.437063609,0.59801902,0.736181426,0.695336374,0.765239662
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,CSVD,0.318431299,-0.063903075,-0.189392595,0.061619208,0.882813637,0.814145021,0.903399436
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,MS,0.000117141,0.252343719,0.123914224,0.380639719,0.847714495,0.76771873,0.870086439
lh.aparc.thickness.table_lh_fusiform_thickness_loop_our_model.rds,lh_fusiform_thickness,NMOSD,0.001256044,0.247356954,0.097030977,0.397503529,0.834281107,0.747117434,0.876911842
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,MCI,0.033919795,0.209183165,0.015874623,0.402239276,0.835129495,0.726942154,0.890471757
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,AD,8.81E-07,0.330074506,0.198431101,0.461536517,0.6878429,0.605042603,0.712124163
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,PD,0.057876703,0.076640142,-0.002558939,0.155823625,0.880873798,0.833769583,0.904460653
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,CSVD,0.318713256,-0.063865836,-0.189355286,0.061656407,0.899738863,0.830274806,0.920538744
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,MS,0.031797097,-0.140261398,-0.268235472,-0.012212754,0.904819275,0.843223357,0.931908332
lh.aparc.thickness.table_lh_inferiorparietal_thickness_loop_our_model.rds,lh_inferiorparietal_thickness,NMOSD,0.794463775,0.019901058,-0.129773466,0.16956104,0.908740133,0.814134514,0.926140044
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,MCI,0.365922581,0.088969969,-0.103833583,0.281665629,0.912754071,0.783482947,0.928669716
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,AD,0.011486929,0.168849004,0.03790484,0.299699482,0.731361997,0.646341258,0.75856215
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,PD,6.27E-15,0.316970316,0.237280264,0.396596455,0.822201923,0.780807698,0.8432509
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,CSVD,0.076496951,0.113521775,-0.012082364,0.239067734,0.833454376,0.755704856,0.866571189
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,MS,0.096791677,0.10843489,-0.019542015,0.236354091,0.896262679,0.827405572,0.912411875
lh.aparc.thickness.table_lh_inferiortemporal_thickness_loop_our_model.rds,lh_inferiortemporal_thickness,NMOSD,0.218704273,0.094008117,-0.055772602,0.243720191,0.867433833,0.780833759,0.89997994
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,MCI,5.67E-06,0.451993263,0.25661691,0.646834237,0.770779994,0.665597994,0.816461303
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,AD,2.46E-19,0.613279231,0.479409461,0.746822156,0.659902683,0.58734719,0.699077148
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,PD,0.000132013,0.154642637,0.075346378,0.233907416,0.880836607,0.840944623,0.906707659
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,CSVD,4.09E-10,0.404291064,0.277437861,0.530940695,0.804593521,0.73969421,0.830888876
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,MS,1.23E-14,0.511332555,0.381270086,0.641130675,0.744044283,0.673314105,0.792786419
lh.aparc.thickness.table_lh_insula_thickness_loop_our_model.rds,lh_insula_thickness,NMOSD,8.22E-05,0.30253245,0.15190361,0.45294252,0.857690967,0.763345851,0.886210774
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,MCI,0.002924823,0.294237156,0.100362508,0.487758448,0.735593331,0.647735684,0.804223168
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,AD,2.14E-07,0.348488149,0.216738302,0.480046733,0.76807762,0.699603201,0.797027297
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,PD,3.69E-54,0.64160282,0.5603656,0.722715169,0.743221641,0.701775973,0.77219654
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,CSVD,0.003521946,0.187268175,0.061471289,0.312969362,0.853205067,0.790088102,0.894735475
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,MS,1.72E-15,0.528305048,0.398099556,0.658237988,0.758406632,0.683114631,0.809437443
lh.aparc.thickness.table_lh_isthmuscingulate_thickness_loop_our_model.rds,lh_isthmuscingulate_thickness,NMOSD,7.11E-10,0.477438728,0.325482681,0.629055021,0.771401682,0.697569224,0.823551456
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,MCI,0.011516802,0.249470057,0.055914822,0.442724896,0.833149563,0.73326228,0.887423552
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,AD,0.978382919,-0.001806924,-0.132470695,0.128857861,0.755261895,0.682701431,0.787829548
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,PD,3.09E-25,0.423897954,0.343808682,0.503902521,0.78102105,0.733731124,0.81478505
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,CSVD,0.010120438,-0.164957705,-0.290602928,-0.039228074,0.856944544,0.796666504,0.891807809
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,MS,0.08296082,0.11321886,-0.014767783,0.241145263,0.87610015,0.802941723,0.906579381
lh.aparc.thickness.table_lh_lateraloccipital_thickness_loop_our_model.rds,lh_lateraloccipital_thickness,NMOSD,4.04E-08,0.423969588,0.272478046,0.575157729,0.780335196,0.706514232,0.823272225
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,MCI,0.013511513,-0.243837615,-0.437062311,-0.050319233,0.841354098,0.740609835,0.888073414
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,AD,1.91E-05,-0.286516967,-0.417772215,-0.155103724,0.834203829,0.764562079,0.862453523
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,PD,0.661042659,-0.017711956,-0.096873906,0.0614536,0.941020263,0.905141689,0.95851775
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,CSVD,8.25E-08,0.345882433,0.219384702,0.472205141,0.752754626,0.694261381,0.79200914
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,MS,0.000147853,-0.248555218,-0.376837013,-0.120141915,0.842406259,0.777487255,0.881377838
lh.aparc.thickness.table_lh_lateralorbitofrontal_thickness_loop_our_model.rds,lh_lateralorbitofrontal_thickness,NMOSD,0.014623951,-0.186913906,-0.336836733,-0.036855119,0.812069984,0.736503432,0.860698961
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,MCI,0.609203845,0.050287708,-0.142427316,0.242941726,0.925200567,0.818369041,0.937176378
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,AD,0.497569307,0.045239671,-0.085453917,0.175908095,0.810955446,0.750269757,0.84571953
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,PD,8.22E-27,0.438138179,0.357987444,0.518201478,0.78793778,0.749941349,0.817809706
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,CSVD,0.017850964,-0.151897882,-0.277513982,-0.02620402,0.914911324,0.832316944,0.93059144
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,MS,0.214326188,0.08105822,-0.046869907,0.208943172,0.867607796,0.801250458,0.898045548
lh.aparc.thickness.table_lh_lingual_thickness_loop_our_model.rds,lh_lingual_thickness,NMOSD,0.13955142,0.112951044,-0.036873308,0.262692958,0.835513739,0.751750293,0.873725876
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,MCI,0.943391951,0.006983894,-0.185674933,0.199634217,0.848258746,0.740311921,0.892791439
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,AD,0.005100187,0.18716986,0.056167355,0.318068579,0.822477324,0.748927968,0.853685056
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,PD,4.46E-06,0.18574569,0.106393979,0.265059631,0.865594488,0.823023071,0.885893717
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,CSVD,3.25E-08,0.356738327,0.230178455,0.483117822,0.773881473,0.708073288,0.816162839
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,MS,0.058851486,0.123394695,-0.00461394,0.251337651,0.878162534,0.810096795,0.90660501
lh.aparc.thickness.table_lh_medialorbitofrontal_thickness_loop_our_model.rds,lh_medialorbitofrontal_thickness,NMOSD,1.29E-06,0.372968805,0.221872281,0.523797162,0.833597904,0.754093339,0.885090395
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,MCI,0.023267164,0.223867503,0.030473522,0.416991517,0.818758285,0.721675545,0.875692697
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,AD,5.02E-05,0.271640115,0.140298494,0.402831803,0.676473088,0.598141479,0.723475268
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,PD,2.72E-28,0.451163965,0.370955361,0.531282666,0.76928654,0.729875631,0.794128518
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,CSVD,0.486109551,0.044606481,-0.080894385,0.170084543,0.835794871,0.762717791,0.85688009
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,MS,0.016724521,0.156363336,0.028272248,0.284371337,0.85201839,0.789118867,0.87840655
lh.aparc.thickness.table_lh_middletemporal_thickness_loop_our_model.rds,lh_middletemporal_thickness,NMOSD,0.095432288,0.127500422,-0.022362009,0.277269837,0.880117191,0.798578745,0.908070867
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,MCI,0.132279449,-0.148244251,-0.341074085,0.044764948,0.899551573,0.790404413,0.906599438
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,AD,0.459891932,-0.049289536,-0.179959951,0.081408338,0.843958686,0.773399404,0.872407188
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,PD,2.43E-10,-0.25680645,-0.336268511,-0.177292391,0.901609714,0.855823598,0.920681347
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,CSVD,0.00072165,-0.217153113,-0.342941442,-0.091253918,0.917643309,0.848767208,0.931631456
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,MS,0.356053072,0.060233868,-0.067665165,0.188100828,0.84731282,0.780273114,0.864989755
lh.aparc.thickness.table_lh_paracentral_thickness_loop_our_model.rds,lh_paracentral_thickness,NMOSD,0.004577906,0.217223921,0.067039595,0.367250385,0.831818337,0.752396749,0.85490611
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,MCI,0.254170439,0.112239892,-0.080634313,0.30497803,0.93582839,0.837265146,0.945291475
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,AD,7.25E-11,0.439661381,0.307305244,0.571778248,0.742851446,0.676401284,0.801504325
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,PD,1.27E-06,0.196173375,0.11680093,0.275505956,0.88991977,0.852094083,0.913343957
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,CSVD,0.026259874,-0.142488367,-0.268085134,-0.016818642,0.925666798,0.850828927,0.93887413
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,MS,0.242472928,0.076294048,-0.051626804,0.204174276,0.897503283,0.826090798,0.926081111
lh.aparc.thickness.table_lh_parahippocampal_thickness_loop_our_model.rds,lh_parahippocampal_thickness,NMOSD,0.199845561,-0.097988018,-0.247705824,0.05180133,0.892641768,0.814799102,0.925129291
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,MCI,0.774481243,-0.028181704,-0.220828175,0.164498896,0.890536422,0.792452298,0.931519759
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,AD,0.509426084,0.043999687,-0.086692692,0.174667585,0.787580137,0.71988261,0.821603136
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,PD,5.87E-07,-0.202298713,-0.281642739,-0.122913599,0.908961784,0.866693017,0.926963046
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,CSVD,0.011238551,0.162609035,0.036886052,0.288248829,0.815524683,0.751244156,0.844594387
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,MS,2.77E-13,-0.483529905,-0.613116747,-0.353692317,0.810544245,0.756888623,0.848885741
lh.aparc.thickness.table_lh_parsopercularis_thickness_loop_our_model.rds,lh_parsopercularis_thickness,NMOSD,6.23E-05,-0.307643792,-0.458081114,-0.156984128,0.840352732,0.768802424,0.8801304
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,MCI,0.196762669,-0.127087273,-0.319859477,0.065838858,0.928200277,0.810369354,0.939507517
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,AD,0.001802118,-0.208693402,-0.33965575,-0.077615448,0.840897872,0.767543925,0.876613617
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,PD,0.659332253,0.017807339,-0.061358244,0.096969291,0.900671507,0.859658661,0.91957367
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,CSVD,0.000917257,0.212859764,0.086976132,0.338634726,0.839718378,0.767487537,0.869772773
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,MS,0.004184343,-0.187280746,-0.315365492,-0.059096595,0.891166302,0.823330485,0.916564391
lh.aparc.thickness.table_lh_parsorbitalis_thickness_loop_our_model.rds,lh_parsorbitalis_thickness,NMOSD,0.320129151,-0.075972107,-0.225661984,0.073773293,0.864824057,0.792756091,0.905073617
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,MCI,0.565696376,0.056506147,-0.136220653,0.249164444,0.919363199,0.814818026,0.94004069
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,AD,0.081231937,-0.116369711,-0.247112347,0.014437735,0.839908516,0.768581244,0.876191284
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,PD,2.01E-06,-0.19242397,-0.271749738,-0.113059113,0.886428123,0.845195549,0.912979459
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,CSVD,5.28E-07,0.323274606,0.196900463,0.449484857,0.768749761,0.699200823,0.801026567
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,MS,1.62E-10,-0.421781911,-0.550942162,-0.292401493,0.837809532,0.769028583,0.86928792
lh.aparc.thickness.table_lh_parstriangularis_thickness_loop_our_model.rds,lh_parstriangularis_thickness,NMOSD,1.55E-06,-0.370140814,-0.520950594,-0.219064822,0.825487792,0.745217596,0.855197541
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,MCI,0.014753097,-0.240694281,-0.433902477,-0.047196067,0.904313451,0.802853885,0.929364567
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,AD,0.025534972,-0.149129352,-0.279934064,-0.018241846,0.936230599,0.865166411,0.946976914
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,PD,0.091246419,0.068239204,-0.010952991,0.147417498,0.945817888,0.893551558,0.948947777
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,CSVD,0.000102459,-0.249722905,-0.375622082,-0.123696481,0.900024883,0.839686974,0.919545057
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,MS,1.21E-05,0.286977609,0.158390297,0.415413472,0.844416442,0.775682553,0.874065689
lh.aparc.thickness.table_lh_pericalcarine_thickness_loop_our_model.rds,lh_pericalcarine_thickness,NMOSD,8.12E-06,0.343339558,0.192450853,0.49398082,0.721545532,0.643146692,0.766834046
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,MCI,0.141750501,-0.14470202,-0.33752142,0.04829251,0.921235295,0.815888475,0.945304063
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,AD,0.719759375,0.023926211,-0.106749402,0.154588493,0.832378083,0.758838502,0.852282028
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,PD,6.34E-18,-0.351112101,-0.430847042,-0.271306539,0.839710119,0.806387323,0.865726398
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,CSVD,2.33E-10,-0.410047201,-0.53673191,-0.283164368,0.849619381,0.786167368,0.882150327
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,MS,0.003520461,0.190847033,0.062651176,0.31894163,0.846093157,0.776909176,0.876089164
lh.aparc.thickness.table_lh_postcentral_thickness_loop_our_model.rds,lh_postcentral_thickness,NMOSD,0.369021544,0.068640425,-0.081092401,0.218323095,0.794971481,0.721926499,0.835794845
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,MCI,0.015875634,0.238047719,0.044566385,0.431241792,0.86912592,0.764911438,0.907813183
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,AD,3.17E-06,0.312587136,0.181039768,0.443962508,0.765049173,0.701027752,0.812110148
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,PD,6.29E-25,0.421056326,0.340979069,0.501049412,0.813189383,0.778007124,0.847890614
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,CSVD,2.13E-07,0.334522807,0.208088172,0.460788016,0.806625786,0.731440368,0.851613639
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,MS,1.58E-05,0.283126117,0.154557275,0.411545488,0.857225976,0.79563075,0.887736222
lh.aparc.thickness.table_lh_posteriorcingulate_thickness_loop_our_model.rds,lh_posteriorcingulate_thickness,NMOSD,0.003576168,0.223235445,0.073024084,0.373284505,0.90434114,0.825517685,0.934798983
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,MCI,0.358915345,-0.090279715,-0.28297747,0.102527066,0.90176907,0.7946608,0.931932825
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,AD,0.978683583,0.001781786,-0.128882988,0.132445605,0.81425763,0.734142884,0.856048712
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,PD,1.09E-06,-0.197411935,-0.276746806,-0.118036958,0.896622171,0.854804074,0.915846566
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,CSVD,0.354515555,-0.059300774,-0.184787015,0.066215887,0.821836982,0.759692536,0.858687232
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,MS,0.000345525,-0.23429973,-0.36253039,-0.105945,0.88613111,0.823327175,0.908029136
lh.aparc.thickness.table_lh_precentral_thickness_loop_our_model.rds,lh_precentral_thickness,NMOSD,0.563940251,-0.044081309,-0.193746992,0.10561657,0.921889394,0.842933611,0.940376821
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,MCI,0.256262322,-0.111746129,-0.304483321,0.081126449,0.91135286,0.790197197,0.945051987
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,AD,0.670691976,0.028355887,-0.102322862,0.159018837,0.733912582,0.650751305,0.757391016
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,PD,0.02671418,-0.089544019,-0.168736777,-0.010333018,0.925238208,0.878831674,0.940739054
lh.aparc.thickness.table_lh_precuneus_thickness_loop_our_model.rds,lh_precuneus_thickness,CSVD,0.002157643,-0.196910865,-0.322638659,-0.071082446,0.85199215,0.792920477,0.886446809
